N,P,K,temperature,humidity,ph,rainfall,label
87,74,33,19.316228459517863,46.30900697787767,6.128226624614372,201.652929975726,carrot
114,72,59,27.789140975371375,81.05377463889539,7.219276629367931,69.0250689345356,carrot
97,44,52,32.69233780903804,55.79288062121478,5.518730520419264,86.87910110823216,carrot
33,61,39,29.76753333887474,84.95123326905662,5.568241797431321,256.83491659486134,carrot
96,43,25,26.039294043379638,67.33621434274,7.704445995624198,80.3883205463965,carrot
98,23,20,21.958041060514187,69.82348392301569,6.834875524304331,164.20085001818163,carrot
71,64,48,19.44482310735417,45.48588525115599,5.509344340740689,168.81004240270397,carrot
78,20,59,17.07986825360575,51.35774696150759,6.322379396813508,222.79660998777172,carrot
47,57,64,28.54365730203613,87.73824734861375,6.928999549873025,115.97147930409312,carrot
37,50,63,29.055867098877123,76.2684537592771,5.9920832140202664,95.90527374443327,carrot
32,21,67,15.934785077609725,57.20297745483074,5.743970778107988,110.78312601647568,radish
81,46,61,23.46469062916816,54.81686309346146,6.461130908530307,270.48569470384814,radish
36,68,43,34.692961431160086,66.33843307658938,7.113008002648228,119.64789031512208,radish
64,79,34,28.284698306246234,55.7339162989456,5.751533653942605,219.12509387006256,radish
22,24,54,34.42289629995629,42.76222952456284,7.676375417245029,217.40708250764453,radish
37,73,64,20.02111273155005,65.24565457781048,7.261666166970567,206.00313453735265,radish
68,65,28,31.118688928906224,69.90387958380164,6.6019260009987235,184.66665168107983,radish
24,40,71,17.59373385261839,55.60941958448386,5.563999808085973,230.42505163086105,radish
42,57,27,33.51316980677717,53.08954782845973,7.787284006638398,270.47851674804,radish
59,77,71,30.650896184948877,52.21952633858552,6.981676847958413,162.5324672315364,radish
31,76,60,30.32595487195242,73.26487460215289,6.663736430205762,140.033439401108,radish
58,74,57,16.961752713859127,57.64958463997257,6.201871137399325,164.60381118538896,radish
107,30,61,25.76994466969209,40.37603105667955,7.725162595360418,123.74743121154468,radish
69,52,50,34.31213957505366,51.06648247306813,6.660163554395268,66.33271826288724,radish
54,48,53,32.70035198135157,78.10748785971316,6.690532736462015,86.41743771417214,radish
36,55,20,29.11034632776093,89.05565122429464,5.96377911389375,89.95257340969985,radish
107,63,61,21.571560481362944,78.20699976798412,7.735698281560974,202.33748697134672,radish
114,79,46,29.554493362258118,50.65483953803258,5.5128586280048335,284.06897418522306,radish
101,68,64,30.35767342581274,64.53381813675689,7.964385972672099,170.7209005893936,radish
106,29,26,26.37738866926673,86.98895027315994,5.51114417317871,118.3185034480659,radish
37,37,20,31.74597174968457,88.77016276134196,6.523045423470362,87.01259003199742,radish
91,41,45,25.26463042758762,54.42016111179042,7.494716223794771,299.34193215249365,radish
58,72,50,17.085133622858628,74.78620770041583,5.89423601818927,189.0990053384805,radish
27,52,24,29.445996479857108,73.53428342398644,6.390849217903101,71.9863622750646,radish
113,72,74,30.80529257208314,81.55874564273081,5.735855703415233,192.2728705849144,radish
85,61,20,29.516517231259478,66.85722035327319,7.469523497614755,104.0019694741704,radish
49,48,40,16.640838992717615,70.07166405301233,7.35026549140927,285.0203595545021,radish
103,65,65,20.558740696229883,48.3270808928723,5.888697312209058,229.3019458092107,radish
54,43,62,32.03365537871099,86.38215537093558,5.913033600349819,68.99933670976203,radish
53,68,38,29.18997415389753,71.27989383727754,7.68609360317619,201.54533804790657,radish
91,25,62,25.46160562667731,45.79306844235932,7.772462069654444,155.41754620820387,radish
24,33,66,30.286712320265497,54.2573499089578,6.531610036130838,294.7639934256088,radish
107,67,73,19.480217162013204,84.79972751895983,5.703213047631793,203.7731788897927,radish
95,71,45,33.77982482873188,73.692922518572,7.406637526209152,81.47410778234052,radish
27,54,77,20.365169806122147,88.4370571436921,5.516333753896734,227.49530893695692,radish
103,63,63,21.37711534397226,51.81651947711367,6.422461397625339,118.12264132623334,radish
34,62,65,32.48985436830333,59.72457539888566,6.945842659278309,157.99802327153748,radish
20,48,39,30.73275178258977,68.86980907172327,7.663728104126855,134.90715096896304,radish
116,28,68,30.486346788078077,60.95494556607345,5.6298450923030945,231.44729085217287,radish
42,45,35,27.503886205533384,74.69907998673372,6.28174628535804,253.72279477184668,radish
85,69,27,34.91149072521469,53.35466329340179,7.476578692484532,139.15463429803305,radish
49,34,36,27.18717870189116,40.796035039205584,6.1891592599374725,91.53322739041435,radish
93,38,24,19.77738404988031,74.26265082293878,6.949828713193134,122.46006859385557,radish
108,53,42,28.02725156678647,59.09077930653423,7.261833541807874,77.67951542277042,radish
116,75,23,30.1965052818213,54.70345825351578,5.885449432849321,97.14507861028102,radish
50,39,54,33.810278617164926,45.23053381268653,6.465539461595809,260.2098975672352,radish
75,37,74,23.415714496167222,43.01994206240733,6.377005556031154,215.12857911330804,radish
75,71,64,31.43331754708728,82.816735543802,6.991182083333458,159.25538445376148,radish
108,40,62,15.663901386974183,72.58341865306318,6.508525889369577,206.50581948957927,radish
54,49,30,28.251801846925943,85.43153850192891,7.371068330525149,240.7848405752412,radish
99,35,35,15.657895774301329,55.79729640367604,7.483997917681809,98.58587430067944,radish
34,39,46,18.180322676932622,53.21708104855026,6.740453228475539,84.42157212833914,radish
41,59,76,16.937433387251794,80.2030652201406,5.813413995391663,293.6309754197848,radish
108,25,30,20.02794937254994,57.947982259350766,6.494976132955674,193.47536373293377,radish
48,41,58,32.92992085446595,63.36088873896934,6.915530786626295,146.27792033082545,radish
59,31,65,32.725168041715946,60.72150425820892,6.315719127841314,168.44202202095687,radish
104,44,66,23.010621384840803,44.42232902787424,5.815456291254841,85.02367326406409,radish
106,62,65,23.904972817089988,69.5768536097884,6.217162130027178,286.0972909812425,radish
55,56,34,30.952642345481408,40.64994785493708,6.85112258497892,52.53391574192946,radish
68,26,24,27.63680295529638,48.60040329654893,7.213688236453435,250.2124022945556,radish
32,77,64,23.708525122026455,42.95416656555829,5.658920702848689,246.43210547501448,radish
40,21,23,25.79327220085369,78.43921368400969,6.172692697890586,219.14749487312696,radish
45,74,64,33.30371586402843,76.58892131132188,6.604412668687672,263.9944450394854,radish
44,44,47,34.268426611716066,52.28985375210975,5.816668900501981,56.13570789626134,radish
48,53,37,24.377507131337715,62.01019588547004,7.393781960213355,182.1598777535076,radish
34,66,74,21.97976285725905,49.88472125670886,7.366964337621041,163.5888603468391,radish
93,21,33,27.1460572351371,66.05450657523457,7.1005540103875235,295.04952864012205,radish
40,49,50,33.793580837799,46.36299703934976,6.095050621699486,143.9109818495582,radish
30,67,58,24.388065502202725,47.352577586750655,7.693927905879823,146.9340087389017,radish
96,65,51,19.64601266512111,88.80613290580656,7.458238353069734,208.23377251848788,radish
109,34,48,22.34855333643224,74.04829732860449,6.255485586529325,284.8711057338443,radish
77,36,60,28.071235702914272,58.30449777824887,6.182895166093296,256.9554115474806,radish
75,28,40,22.082851309611403,71.50337031782573,5.670928887676939,106.90244899118954,radish
37,25,20,19.280444589969136,88.79299656735711,7.62792506446149,273.04185691217674,radish
79,66,32,22.870437959730378,77.2480221642017,6.188424946935155,105.2526871946733,radish
106,76,23,15.481236846773086,72.27554685702938,6.569696564257199,168.2486821994226,radish
67,20,52,25.140466673709057,66.63790520844222,6.605819719261325,183.9606757676904,radish
47,55,31,24.82492581245823,67.87270392208896,6.489914150073244,57.22925539354222,radish
93,48,72,29.461934106628192,78.76796289781667,7.3915142981308675,262.3160595183615,radish
88,24,79,27.05155092687083,75.9848686611779,5.6929422332581705,242.1070646614513,radish
28,42,27,31.1249867204667,54.06277472149801,6.479390200017878,57.969942036314094,radish
51,56,33,24.639901281461967,64.66839611905183,6.832683072399965,190.6353428739752,radish
109,21,36,22.271773145551336,59.26418097434193,6.906858413658,155.26632442169688,radish
52,33,78,27.4217211095347,81.41853327755358,5.579231595619107,63.618263825485286,radish
32,51,58,19.76271192758285,49.995911519653575,6.860238620590573,295.2828377136884,radish
72,64,70,20.71323438404538,80.23503122530813,6.632130612101483,234.82940981807644,radish
51,62,54,27.93396997289972,42.08429653430535,5.898468530168668,107.98245282594962,radish
114,21,63,29.68973987606121,40.21708830928687,6.8268111317657105,135.8890664913308,radish
104,72,32,32.46023288556812,43.038170083151,6.571685681012066,166.25778407023938,radish
115,32,51,18.50281751074549,68.3273600840215,7.550447325793831,215.29509113283697,radish
113,41,37,25.32628953807393,61.226244379972464,7.078406829733935,218.922337894432,radish
39,23,49,31.508366398781828,74.47845460765646,5.815862190817002,256.7080836010526,radish
69,47,49,25.067650246131087,69.33881530413026,6.6139120755437055,82.35898780422966,radish
65,56,79,22.879995724736883,68.19425975255487,7.5086334797377035,68.43220751300204,radish
119,46,77,27.99205720030916,70.49304005583697,7.209797619272967,250.130846332697,radish
61,40,77,31.31761403344718,75.5828947825415,7.407536152806529,206.06862833695496,radish
89,40,57,20.128504527114945,54.58813961928521,7.348035158396639,54.74628118188217,radish
102,39,60,34.78493868707754,67.95993264083353,6.283547308064633,202.33012156603297,radish
39,53,74,31.039283886298357,42.12591062289072,7.901252877213781,90.15792223814996,radish
66,33,56,29.465396259147937,86.32120650192573,7.523468022957774,222.57923338542423,radish
94,40,64,32.025252752120906,50.75629241945983,6.101075597348084,196.36444443333988,peas
28,53,72,20.558105202603425,72.94661797941095,7.036165943817211,222.98862580197363,peas
40,24,70,29.129033055875944,42.19395144941374,5.836453468766282,111.4588528333082,peas
42,37,72,21.36832618720953,63.65385561154104,6.787751251117704,101.22851874121908,peas
36,72,59,30.552442367970603,64.08842058705767,7.233208145701499,288.3677051010119,peas
90,62,76,17.79340133263976,62.57293054519111,6.865473453874513,87.9831399954395,peas
83,30,55,23.183616997097552,44.05284597481584,6.871867869231896,249.2785993878121,peas
115,21,71,34.3936337376566,50.05444229038754,6.604569157496937,269.89517079793904,peas
117,66,46,31.196275384818836,40.69450034207613,7.989830123377628,289.31283197819744,peas
24,36,28,24.89101703525501,66.9352340939032,7.102907729150027,64.63988537159614,peas
102,32,75,17.41972940377757,72.90796028827037,6.131871782171433,203.3100774797138,peas
97,73,51,18.74899505400616,68.18791602762815,7.097713193493444,276.0546720624301,peas
111,41,59,30.897568224816343,67.39930003721904,7.206152559025435,81.795741523452,peas
39,71,69,32.64652308153418,43.16079129305965,7.254972531873957,201.76845055204183,peas
90,20,38,26.11492272946479,44.42262720584444,5.763634306982724,272.89886790336084,peas
36,21,78,18.0456070005677,85.51541177944416,7.216418400207113,190.09202197877252,peas
113,79,56,25.233107952617974,56.93729254554242,7.732003565593159,110.19771953053105,peas
42,55,60,23.471760630137467,64.84882788954697,6.659296592751669,151.85694857701228,peas
67,54,60,19.61971347463912,40.48704554783319,5.728942016374751,187.4864231642103,peas
74,63,63,32.360924610610915,78.40386039475922,6.076989388271849,197.46939044849813,peas
33,54,57,20.543971909463657,54.72122200485388,7.8263783435813,121.67111119229938,peas
46,45,66,23.12504221507352,84.44111618356986,7.418123911785224,232.04483762325432,peas
23,32,21,19.93816673332572,43.55366402725926,7.071270288270606,298.17375029385204,peas
76,48,59,26.288583207803267,52.974286864447016,6.638077274187795,200.8364328198728,peas
86,50,22,22.92196307842471,82.58752813321476,6.3410687311826415,106.36101623967622,peas
83,25,39,34.88703315867278,45.66581728267928,6.955412381136596,248.9054301641484,peas
59,49,57,26.30138331532292,74.18387574758141,5.562919585192734,225.5971518970383,peas
46,26,36,26.686861928619887,50.0257678000185,7.515580842955826,121.11734490389549,peas
92,63,33,19.06151603373469,64.56989225157646,5.556099293480603,76.30993815504421,peas
75,46,73,34.971861640103654,78.08066291180114,7.850129785998589,88.27466602979698,peas
93,63,37,24.59499320575284,69.75332538658975,6.802434758306132,98.72157426530356,peas
31,55,67,28.69800628368946,87.49511856186103,7.5993971235153985,190.411979235352,peas
106,24,58,20.97701184383961,64.03448313713807,7.063973136251432,169.8906869733746,peas
69,37,73,26.507216467557235,41.93767024222478,6.527425399053781,65.96344786599876,peas
90,37,34,24.345720245497397,73.26389951313558,7.912737064267439,273.5673211660371,peas
59,31,25,24.232367274071123,83.85894048390071,7.358816610407451,297.0010200537435,peas
73,51,25,30.259628860442884,44.33435381082924,7.870568132485513,153.70668591652182,peas
110,55,39,20.14117943448391,71.65225701117495,6.381645293985899,199.33740212603269,peas
33,74,27,20.719551332248948,70.70930493283231,6.102601290675127,118.6423821344722,peas
71,37,24,27.40304483525871,81.04777964912252,6.528549813017652,53.30992583428503,peas
60,63,55,19.46240863319433,69.00246575215307,7.088200994795982,87.38775103219405,peas
32,58,66,24.006905688084167,55.89234532558835,6.238282832195678,194.83046712774643,peas
23,22,45,23.037670442915704,43.06659761133245,6.07042941348054,111.26019826254164,peas
30,54,55,26.75482641067937,50.3147764428516,6.24229739431485,70.54713201626961,peas
59,51,30,29.1878637288544,41.61112473034375,6.952945057799672,116.049204447798,peas
45,48,37,20.35265169360288,85.38709850871146,7.317106396469738,182.0277161804612,peas
69,52,48,31.65135371346049,74.61136040718273,5.514135125443668,294.3033528820085,peas
33,22,73,34.33678468353672,50.25291774913803,6.061484180625233,131.90868722375268,peas
58,46,26,15.108257248175494,57.726228949383234,7.8352235650850695,252.68060141968476,peas
27,76,58,30.588746110148584,41.82321047319504,5.774366339952957,171.51467231904206,peas
70,45,70,23.36838731114091,43.11367816061243,6.405178367196636,260.9776438730437,peas
117,34,62,28.577756780888382,69.79505003004951,5.894321261610126,223.87822765570417,peas
69,28,76,26.976525814491254,42.962895264791165,5.659055729794886,254.23997776781368,peas
72,51,46,28.751588876232425,53.50410266027991,5.720254781899056,277.236580791671,peas
112,79,51,30.42966649380648,51.227733009267695,7.467255093006919,156.73465475091444,peas
73,63,58,22.63029052770881,72.69595716388503,6.177425140647784,259.01322838321425,peas
117,65,25,16.38421900739172,76.28639900169296,7.185955501666841,220.56389750113308,peas
63,32,20,34.611849686321264,69.92699666312299,6.692352159144688,264.88909986278816,peas
24,36,66,22.4741643742596,58.82111961814324,7.6726104978156755,210.77383447675555,peas
111,60,60,32.92209354018465,80.08224227924191,7.121970415908323,178.44200685327414,peas
112,43,70,16.819998444410494,88.22989092948606,6.8059617441837466,278.0659906799072,peas
73,43,71,20.070288689120545,48.14684823105406,7.97658765004488,292.6966702046351,peas
70,78,37,21.11903340324499,48.65980230151882,6.1575800563497,241.61734545772225,peas
67,63,51,33.264326036682306,40.086482720747725,6.658530047794764,160.60589986956677,peas
58,37,29,27.310335218087246,54.17786801996232,7.17265926968723,222.4143901117866,peas
26,71,55,31.29921342259362,76.60519332118648,6.7308195709872445,52.350641920685405,peas
104,68,75,26.294901265670088,70.32838193160661,6.330891717607132,268.5648421596736,peas
76,65,61,34.28151902339475,59.77038087045172,6.94410632992929,272.61812825388233,peas
37,28,53,33.7321555894165,54.52929115838618,5.95904005772943,53.02083962463512,peas
91,53,77,26.36018713344525,67.61223761173373,5.791877257227285,291.1230508911634,peas
51,38,24,17.920136486282885,72.54217865207204,7.567411362737357,281.1283565169873,peas
94,27,61,29.0579306003478,69.01043919314077,6.02791881014026,91.9538160268812,peas
102,40,34,22.855209922093323,55.39476274066422,7.826233638847353,253.2249250894009,peas
51,39,30,26.909443423427867,44.335946543111554,7.601916500573676,185.15930465912484,peas
31,75,20,34.50080027735035,50.23793405647324,5.662599297077333,261.9354733158867,peas
92,28,46,22.125497632739023,50.92162678078761,6.474876865192923,255.7451634764072,peas
37,40,58,16.571380650160286,57.74913705671408,7.244943911542638,186.8419769137616,peas
91,79,22,19.96077914308659,53.187616435333496,7.558938695447638,188.8758424837216,peas
43,50,76,31.21673971087383,70.49417226753188,5.538395667409146,130.4558323800346,peas
96,72,49,32.8990655512612,43.04749993075844,6.678423645040354,213.8159599544112,peas
104,48,44,34.18025415974853,81.35133287657536,6.925798002045531,91.02536445801005,peas
41,57,76,26.98000593752992,81.69492326944027,5.625755876253377,53.48712788769743,peas
98,52,34,32.52330918751337,75.65985292414742,7.085793864403917,205.74784629763656,peas
44,63,28,21.75581460742053,85.22727843585315,7.437816424706087,201.4435274143455,peas
70,68,79,16.361349293052886,81.31175166120428,6.484943757989613,172.83112700995292,peas
34,67,73,28.749122723288423,43.67877439220443,6.366430264018612,138.9336098611219,peas
27,41,47,33.0749901193113,73.43848113091201,5.942969760421612,209.2853965221369,peas
107,26,62,20.30966429046568,53.67858902282242,7.828708704368857,227.77410858841355,peas
39,67,41,16.974339894654257,73.6686199125448,7.595561857913859,190.42348302570983,peas
111,72,51,19.76669141505304,66.6508379499003,6.227561274204486,192.2377878449118,peas
111,29,48,30.601775828214457,84.89552427211896,5.585159543315208,50.971081850234725,peas
107,69,34,25.01206163163848,63.69526995166814,7.514273525686852,247.30998197907337,peas
100,28,79,21.446038392045512,50.68492102897665,7.182176780064895,247.4647447476867,peas
30,60,45,15.449785282236864,71.8182671901356,6.529386149763032,62.26575983860248,peas
73,78,33,27.82589750853807,63.29197243798046,6.373702377926097,147.2192499881208,peas
33,61,30,26.832245740481756,82.50069535584396,7.345274712329803,207.75787118117276,peas
58,47,31,31.199110583497184,63.62580639823024,7.116298006176489,152.08731275922403,peas
25,63,61,33.12692575363348,49.23594983385236,5.705386891389228,267.0374072813156,peas
114,38,39,32.47999841115262,43.536131796743256,5.8665472606904165,174.7931356344847,peas
112,65,23,28.306239687099264,70.59651348812451,5.539411508292984,176.97128353031633,peas
78,48,65,25.30495911033831,69.7432013169863,7.599661753466904,134.68007872399969,capsicum
77,74,36,19.529691891987103,56.12012244403638,5.775140509861375,274.27159825572454,capsicum
104,70,66,30.316458516062504,82.65836678874206,6.993630594879292,152.09695057207745,capsicum
79,23,37,24.551195564751023,68.61818163990456,6.304857900411588,83.39939537752606,capsicum
36,24,51,28.291503813948815,71.98803454753437,6.551528881247105,59.70781781168547,capsicum
26,57,46,22.84067368502729,80.55361045979397,6.7775606237419765,211.7600133734852,capsicum
38,73,47,24.060438450710045,47.722401731225496,7.0631041326315085,124.58378513398787,capsicum
53,78,52,15.59466856093098,52.21020115476966,6.905101799708794,69.92345026388956,capsicum
98,38,38,26.62975843529313,51.07962073293638,5.501236864899928,292.78881611537093,capsicum
22,48,23,19.215603634882275,68.94792803652807,6.344787364055587,275.49061609584226,capsicum
25,67,29,21.197374651441173,70.29274677144329,7.148390146708581,257.19550674900654,capsicum
76,57,61,19.192824103892967,70.74691992781581,6.7273555569890915,264.3818275703842,capsicum
88,35,53,28.77812474581153,50.65657793695093,7.0084049073380115,88.74399180220428,capsicum
69,44,25,19.320104885381987,86.59350616622424,7.633659699281006,107.85628183761938,capsicum
26,60,69,22.051453928341523,45.34685092724576,5.804253474083513,82.4165152662425,capsicum
41,22,69,27.14709694902188,75.88317031760336,6.480231029746211,124.60262896390812,capsicum
87,22,70,20.222369963803764,76.13460394271132,6.742791127678844,52.14521810098087,capsicum
86,37,63,26.642083708260746,77.93448427240585,6.975407309179003,222.59189821611372,capsicum
61,52,47,15.300485279359812,68.11513520191944,7.193929098564765,235.430955881061,capsicum
100,62,34,21.088591515427822,74.86808863742769,7.640119065298837,79.65854855155533,capsicum
58,76,26,29.626030034780094,40.19560426226612,6.371482918464147,228.7641288533947,capsicum
57,21,43,18.49281434553278,65.9987122796321,5.675501262067928,233.78292201237505,capsicum
37,49,47,21.475653733404805,51.58118875561111,7.19902386439182,108.54343796461283,capsicum
101,68,28,17.391502503091157,54.559714827959006,7.68694052053484,73.34727838367162,capsicum
39,54,58,28.291787806818235,58.41851807753717,6.624395272183393,163.58816187514617,capsicum
43,36,22,32.85836695135593,60.3186589034509,6.454995123329911,133.55761647196323,capsicum
69,42,77,17.173036354506632,64.38692206138913,7.60342528980569,283.3144117649832,capsicum
71,21,79,30.89539342974405,89.63211827334938,7.965080395048773,63.05655322669619,capsicum
117,40,61,20.84311929033888,83.95830603396016,7.745131377050615,189.0507495177224,capsicum
89,35,22,15.04640417187603,55.03531632762734,7.418325805325679,125.56578086573307,capsicum
87,65,72,34.83335471375983,58.60510793692691,6.0121927143111575,134.63495822906003,capsicum
63,34,27,20.71679355906156,87.16692924140465,5.949275346199847,258.8695196711427,capsicum
73,55,39,30.793978906760994,65.57912219352282,6.443600532945381,217.57540086305505,capsicum
88,55,42,17.75705127366271,58.38247614804098,7.011049068772026,159.02335426866648,capsicum
58,43,69,21.487441855325333,60.67258144610432,7.161024587312059,297.98040574666527,capsicum
113,40,47,18.012171635194203,54.301653273122334,5.955759006282674,265.4536811072163,capsicum
70,74,57,20.838834436421035,59.97384497505976,7.868508214193831,186.6521866082863,capsicum
36,54,23,21.19771884741777,55.59535278166968,5.567939431971307,280.60940179336507,capsicum
87,71,25,24.566342315399275,40.30127789306096,7.229273086832431,52.95247719876904,capsicum
71,37,37,29.91197928944385,45.67093617277817,7.925673775219644,110.413258848198,capsicum
40,28,20,19.86893908003996,69.26558937032343,6.462756255400871,59.59901701071128,capsicum
94,61,28,29.678406190396476,71.30601343137975,6.176570537424983,277.593099616401,capsicum
27,21,21,34.52566280138456,79.52748582787605,7.7571218588041,131.2524813702164,capsicum
79,40,47,32.597140324922194,44.92330467456686,5.736942999964759,57.9271694808275,capsicum
55,37,38,23.005831102027635,49.40643322160618,7.611340592050689,95.35475400122552,capsicum
71,68,71,17.49899356363924,84.32899546479227,7.231232261638976,145.5121014195047,capsicum
67,51,70,32.736835747920544,66.02652902490769,7.844516392184728,115.53844949268353,capsicum
59,35,74,22.371805268710204,41.75793551045555,6.3404451596989295,174.8450051791239,capsicum
47,59,63,22.390853977597985,45.583082331020464,5.593895541770543,76.84626097155135,capsicum
43,73,77,17.11907974673088,66.30746448206605,6.991941565470002,261.71838382672297,capsicum
58,35,24,18.27940914165513,69.99164984565905,6.027404450262649,78.80208275011442,capsicum
35,56,52,19.0394746418965,68.37973063906236,5.961000953430387,199.03709134582135,capsicum
60,38,53,32.80276094430681,85.08888903627098,7.8481284798146564,296.3117052025294,capsicum
119,47,44,15.979082045104446,66.2138173495284,7.119133530540688,210.770501687695,capsicum
87,32,77,25.51645742284212,81.34275810666227,5.9750006849008335,134.07820708525324,capsicum
62,38,59,31.7243628484013,59.1508736871579,5.738813137257563,152.12653377066914,capsicum
97,66,52,21.308732561864787,51.347407357665176,6.721574236588625,287.6891609079672,capsicum
73,56,24,30.060143841748012,84.74299878056459,5.8281753229320294,150.97672180851578,capsicum
36,28,36,28.28477062231375,50.52029890269079,6.301973161146395,284.9295098522158,capsicum
70,45,36,20.0744702936332,86.35662583468331,5.8885745376877825,78.53800521094658,capsicum
49,33,43,16.842832019906812,65.07843061021961,7.018554012152977,74.41030154411317,capsicum
103,39,49,30.65115339881242,45.07576109907052,5.789700328105304,291.1863082971622,capsicum
39,60,29,21.92546629242222,83.36034562403478,6.082245751575304,76.89802285656897,capsicum
101,44,59,27.94132880528248,61.562788592331856,6.688175061652316,51.54933467064613,capsicum
98,53,23,25.793999761405388,47.87722453394692,7.424962105013778,158.61677397943515,capsicum
99,61,72,20.225963815513023,43.47905406538177,6.028807985911125,297.0670459576544,capsicum
43,23,62,34.37763481789989,52.83214115719,5.588620193277619,272.6218795195066,capsicum
40,61,68,22.57950230918264,85.48243396168971,6.163004651729692,76.85674439288324,capsicum
109,58,58,29.26184555353888,70.31528012363721,5.695404396068121,122.16356298588036,capsicum
98,70,67,15.854288045195638,42.044302254255534,7.50605597468973,155.2257466068321,capsicum
52,43,75,34.46070019110031,88.25838981410186,7.7444277964060495,240.3704659380262,capsicum
20,78,46,27.25298360022381,68.56970077686796,6.433054222914112,221.5095179083826,capsicum
110,28,63,30.59494676985696,70.33145574683847,7.816514620699515,181.0363856340093,capsicum
24,20,42,16.969010095740447,49.31144163002566,7.602435437729186,159.43543973645487,capsicum
58,46,64,22.493038340851086,64.49426479200974,6.256661283265149,171.1755243242784,capsicum
59,27,73,23.30093931228479,46.01440634337045,6.96665379591086,61.78232528021792,capsicum
89,24,21,31.765345645230667,61.529911073587286,6.290555143630901,281.831459558529,capsicum
88,20,60,20.313095812705477,48.507781592656734,7.408820063987619,145.98850422431136,capsicum
106,62,75,33.416214703600296,55.97439697933056,7.795356372325227,83.00678668176782,capsicum
83,26,74,23.34639609238288,73.690683399709,6.285209771221894,181.00016849286615,capsicum
112,38,44,24.623388887016787,64.07673967798158,5.574447099877004,263.1707492253296,capsicum
63,38,29,34.4620090959301,43.95106611139229,5.842204252393321,59.43814789955971,capsicum
60,79,62,33.23771690970615,46.13033257334382,7.261483841299942,134.44406696233415,capsicum
26,22,27,22.203930573501587,43.34710762908891,6.077477437549122,252.9314578282689,capsicum
87,23,29,18.21116543217256,85.77396979157771,6.110111205091508,269.18313957055403,capsicum
75,50,73,23.361688955137293,54.192249646931366,6.569215751701922,206.5967532284029,capsicum
72,21,70,27.158538840660803,72.49434814635427,6.71772455303668,166.2729625865092,capsicum
117,69,27,15.222799496860302,69.39510191847845,6.111698917521922,252.4632427072642,capsicum
114,46,54,20.173752902075485,84.56647693741994,7.959385646322291,218.89743415545965,capsicum
37,52,24,29.557190582198416,74.75724057532136,7.79793545985655,56.23453182557401,capsicum
65,44,70,27.470776933643467,67.50031331695409,7.553089863933749,218.7278030811307,capsicum
52,38,38,26.4707751565592,54.39812484776624,5.807266960969337,78.0621926298112,capsicum
42,66,23,19.85012904371754,67.49943648204535,6.011265312447554,106.10694539518045,capsicum
50,77,27,20.72540929075592,73.03105477228061,6.912373972650491,172.00969242631044,capsicum
74,53,58,19.868449906028864,65.24156083416065,6.8524759091056335,152.9086396848388,capsicum
75,21,58,26.96590545536617,82.75174365457568,6.826805685676526,178.98699442362422,capsicum
100,34,26,29.251312489633406,45.23639833625566,6.625793103739997,199.02268367929955,capsicum
40,63,73,24.359222262397964,62.45251417953142,6.8499611787469075,271.2826649519333,capsicum
40,60,46,26.76046578058528,58.48934236786636,6.223586135609995,236.7832475312397,capsicum
90,68,35,16.284752674982638,48.04452736662007,7.20290658548864,230.8636491559864,capsicum
80,59,26,24.6311333194862,74.8715721163374,6.921386669537252,229.4982509405016,okra
106,76,47,28.76315450023404,48.05752503538537,7.5821726242033485,72.50966795913229,okra
51,47,53,16.726113750074422,51.88721179053169,7.545099588937367,294.7597733267815,okra
75,25,61,34.948373126865754,57.341564915531166,6.491370497287275,257.35489463476154,okra
20,53,52,26.197539256399445,83.0778633231228,7.119402433347408,144.15836130358116,okra
39,60,20,24.582365722346903,72.92746262034129,7.587700976075722,230.4257519313688,okra
103,31,28,29.012792945675116,82.41963392677259,7.506831988549852,206.47772329652028,okra
76,53,47,33.625935241338546,46.13644838696272,5.677873614294435,73.22393427405024,okra
45,20,50,24.24480047467287,89.91147989170481,6.732419985411406,110.63686137509802,okra
59,52,57,22.254762434158373,66.44466586986582,7.315589282730189,106.04381591438764,okra
42,28,51,26.785204892747544,61.52567905275141,7.6215925693999305,254.4275308701848,okra
39,30,57,19.544113354119865,40.48653982881331,7.374914578133045,246.02635682707407,okra
29,60,45,33.32531147220199,65.40632969893589,6.652441495266392,207.55329056529612,okra
20,50,42,27.53457336058104,42.9705916299035,7.049379926528448,185.03265392592436,okra
50,75,62,33.779286079282684,68.45638008613022,5.714508560879689,290.5181598286751,okra
56,28,40,29.49304672520435,67.12005621006819,6.258395116781655,153.45302010895665,okra
28,37,54,17.60150587655978,78.41669310779548,5.746715160832454,285.31260273868224,okra
97,40,24,20.58160734582193,62.94319936179291,6.087241966008787,245.9429404667912,okra
30,32,45,31.148883526634616,68.91254411086703,7.451677841127384,123.24102488606188,okra
78,20,54,29.838243527304485,40.09420391532699,6.898957545237473,147.56566201590442,okra
113,30,21,20.620015416396225,82.05996661635547,7.916023890994951,135.1707948165798,okra
78,41,32,19.240300952591543,67.83173581512949,6.451198830571013,239.34352808509453,okra
103,22,49,31.19398595311955,79.10631970073297,7.028564452393381,194.4457204561137,okra
97,62,59,22.73612455999625,76.80911701477315,5.500198916632728,73.83737611558081,okra
44,26,47,20.477684057857594,48.51723056628899,6.888085095281472,202.65129437315383,okra
